YEAR,Plant State,"AER
Fuel Type Code","Net Generation
(Megawatthours)"
2021,NJ,MLG,"6,874"
2021,NJ,NG,"20,566"
2021,NJ,NG,"23,409"
2021,NJ,NG,"34,029"
2021,NJ,SUN,"80,276"
2021,NJ,SUN,"1,246,317"
2021,NJ,SUN,"144,199"
2021,NJ,SUN,247
2021,NJ,SUN,"7,750"
2021,NJ,WND,542
2021,NM,COL,0
2021,NM,NG,"99,239"
2021,NM,COL,"7,805,118"
2021,NM,NG,"80,719"
2021,NM,NG,"646,761"
2021,NM,NG,"25,818"
2021,NM,NG,"319,369"
2021,NM,COL,0
2021,NM,DFO,0
2021,NM,NG,"105,426"
2021,NM,COL,0
2021,NM,DFO,"23,065"
2021,NM,COL,"4,731,201"
2021,NM,NG,"366,364"
2021,NM,NG,"502,900"
2021,NM,NG,"12,250"
2021,NM,ORW,"8,001"
2021,NM,NG,0
2021,NM,NG,"47,907"
2021,NM,DFO,0
2021,NM,NG,0
2021,NM,NG,"35,115"
2021,NM,NG,0
2021,NM,NG,"629,136"
2021,NM,NG,"1,114,649"
2021,NM,NG,"1,938,646"
2021,NM,NG,"112,211"
2021,NM,NG,"196,710"
2021,NM,WND,"611,354"
2021,NM,WND,"257,562"
2021,NM,NG,"1,284,761"
2021,NM,NG,"2,090,138"
2021,NM,NG,0
2021,NM,SUN,"12,815"
2021,NM,WND,"1,207,714"
2021,NM,OTH,-241
2021,NM,SUN,826
2021,NM,GEO,"50,934"
2021,NM,WND,"1,059,185"
2021,NM,OTH,0
2021,NM,SUN,587
2021,NM,SUN,"51,794"
2021,NM,WND,"729,737"
2021,NM,WND,"584,705"
2021,NM,SUN,"71,289"
2021,NM,WND,"912,903"
2021,NM,SUN,"163,100"
2021,NM,SUN,"160,726"
2021,NM,WND,"125,712"
2021,NM,WND,"756,533"
2021,NM,OTH,-105
2021,NM,WND,"196,640"
2021,NM,WND,"300,224"
2021,NM,WND,"2,037,569"
2021,NM,SUN,"141,452"
2021,NM,SUN,"144,432"
2021,NM,WND,"43,354"
2021,NM,WND,"81,398"
2021,NM,WND,"27,075"
2021,NM,WND,"45,170"
2021,NM,WND,"10,902"
2021,NM,OTH,0
2021,NM,DFO,"1,414"
2021,NM,NG,"251,257"
2021,NM,NG,"63,590"
2021,NM,NG,"84,602"
2021,NM,HYC,"187,076"
2021,NM,MLG,"19,688"
2021,NM,NG,"26,452"
2021,NM,SUN,"390,911"
2021,NM,SUN,"624,921"
2021,NM,NG,0
2021,NM,WND,"1,658,254"
2021,NM,WND,"2,281"
2021,NV,HYC,"1,905,145"
2021,NV,NG,"247,486"
2021,NV,NG,"452,134"
2021,NV,NG,"272,742"
2021,NV,NG,"510,307"
2021,NV,NG,"1,492,337"
2021,NV,NG,"2,480,623"
2021,NV,NG,"141,940"
2021,NV,NG,"91,478"
2021,NV,HYC,"14,274"
2021,NV,HYC,"12,129"
2021,NV,NG,"1,115,623"
2021,NV,NG,"1,838,943"
2021,NV,NG,"133,485"
2021,NV,COL,"1,333,564"
2021,NV,DFO,"5,680"
2021,NV,COL,"228,902"
2021,NV,NG,"75,886"
2021,NV,NG,"252,087"
2021,NV,GEO,"22,974"
2021,NV,GEO,"467,162"
2021,NV,DFO,0
2021,NV,NG,"204,318"
2021,NV,OOG,0
2021,NV,DFO,0
2021,NV,NG,"540,052"
2021,NV,OOG,0
2021,NV,NG,"202,354"
2021,NV,NG,"521,103"
2021,NV,NG,"182,531"
2021,NV,NG,"533,555"
2021,NV,NG,"375,549"
2021,NV,NG,"623,715"
2021,NV,NG,"2,216,787"
2021,NV,NG,"3,884,444"
2021,NV,NG,"910,630"
2021,NV,NG,"1,885,615"
2021,NV,NG,"1,039,768"
2021,NV,NG,"1,803,022"
2021,NV,NG,"599,442"
2021,NV,NG,"1,029,550"
2021,NV,DFO,"2,333"
2021,NV,COL,"1,190,008"
2021,NV,NG,"2,024"
2021,NV,SUN,"95,709"
2021,NV,NG,"335,079"
2021,NV,SUN,"2,209"
2021,NV,WND,"339,944"
2021,NV,SUN,"74,721"
2021,NV,NG,"61,998"
2021,NV,SUN,"115,229"
2021,NV,NG,0
2021,NV,OTH,"28,119"
2021,NV,SUN,"606,140"
2021,NV,SUN,"53,404"
2021,NV,SUN,"671,951"
2021,NV,SUN,"605,236"
2021,NV,SUN,"215,303"
2021,NV,SUN,"206,402"
2021,NV,SUN,"36,357"
2021,NV,SUN,"284,762"
2021,NV,SUN,"260,496"
2021,NV,OTH,0
2021,NV,SUN,"17,982"
2021,NV,GEO,"239,333"
2021,NV,SUN,"16,447"
2021,NV,SUN,"129,330"
2021,NV,SUN,"126,695"
2021,NV,OTH,-761
2021,NV,SUN,"193,200"
2021,NV,SUN,"236,180"
2021,NV,SUN,"59,451"
2021,NV,GEO,"501,703"
2021,NV,SUN,"555,063"
2021,NV,SUN,"67,795"
2021,NV,SUN,"67,201"
2021,NV,SUN,"136,711"
2021,NV,SUN,"175,368"
2021,NV,GEO,0
2021,NV,GEO,"124,524"
2021,NV,SUN,"369,260"
2021,NV,SUN,"103,844"
2021,NV,GEO,"2,314,081"
2021,NV,DFO,0
2021,NV,MLG,"36,683"
2021,NV,NG,"106,989"
2021,NV,HYC,"20,192"
2021,NV,MLG,"24,256"
2021,NV,SUN,"16,530"
2021,NV,SUN,"1,085,373"
2021,NV,SUN,"63,681"
2021,NV,SUN,326
2021,NV,GEO,"257,987"
2021,NY,NG,705
2021,NY,NG,"874,771"
2021,NY,DFO,0
2021,NY,NG,"2,421,330"
2021,NY,RFO,0
2021,NY,DFO,"1,895"
2021,NY,NG,"757,358"
2021,NY,RFO,0
2021,NY,WOO,0
2021,NY,NG,0
2021,NY,WOO,560
2021,NY,NG,"1,591,300"
2021,NY,WOO,27
2021,NY,NG,"1,485"
2021,NY,NG,"440,009"
2021,NY,RFO,"4,840"
2021,NY,DFO,"1,073"
2021,NY,NG,"144,951"
2021,NY,NG,"1,338,101"
2021,NY,RFO,"32,707"
2021,NY,DFO,490
2021,NY,NG,"3,582,530"
2021,NY,RFO,"366,127"
2021,NY,DFO,0
2021,NY,WOO,"2,274"
2021,NY,NG,"86,888"
2021,NY,NG,"391,503"
2021,NY,RFO,"43,601"
2021,NY,WOO,0
2021,NY,NG,"1,762,154"
2021,NY,WOO,0
2021,NY,NG,"3,543,144"
2021,NY,NUC,"5,037,579"
2021,NY,NUC,"11,155,916"
2021,NY,DFO,0
2021,NY,NG,129
2021,NY,RFO,"11,459"
2021,NY,NG,"979,105"
2021,NY,RFO,51
2021,NY,HPS,"-148,232"
2021,NY,HPS,"-233,303"
2021,NY,HYC,"16,425,549"
2021,NY,HYC,"7,314,309"
2021,NY,NUC,"7,397,717"
2021,NY,NUC,"4,727,764"
2021,NY,DFO,0
2021,NY,NG,"128,129"
2021,NY,RFO,"10,731"
2021,NY,RFO,0
2021,NY,NUC,"2,821,401"
2021,NY,HYC,0
2021,NY,COL,0
2021,NY,DFO,0
2021,NY,NG,"269,844"
2021,NY,RFO,0
2021,NY,HYC,"7,999"
2021,NY,COL,0
2021,NY,DFO,532
2021,NY,WOO,0
2021,NY,PC,0
2021,NY,OTH,"4,402"
2021,NY,WWW,"291,857"
2021,NY,MLG,"28,988"
2021,NY,OTH,"35,430"
2021,NY,NG,62
2021,NY,DFO,261
2021,NY,NG,"8,616"
2021,NY,DFO,0
2021,NY,NG,"120,566"
2021,NY,DFO,428
2021,NY,MLG,"262,830"
2021,NY,OTH,"321,239"
2021,NY,WWW,0
2021,NY,DFO,0
2021,NY,MLG,"70,597"
2021,NY,OTH,"86,284"
2021,NY,NG,"11,355"
2021,NY,DFO,338
2021,NY,MLG,"51,585"
2021,NY,OTH,"63,049"
2021,NY,MLG,"86,066"
2021,NY,OTH,"105,193"
2021,NY,WOO,561
2021,NY,MLG,"100,776"
2021,NY,OTH,"123,171"
2021,NY,NG,948
2021,NY,MLG,"145,417"
2021,NY,OTH,"177,735"
2021,NY,NG,0
2021,NY,DFO,0
2021,NY,MLG,"18,836"
2021,NY,OTH,"23,021"
2021,NY,NG,751
2021,NY,WWW,"75,840"
2021,NY,NG,"109,183"
2021,NY,OOG,0
2021,NY,WOO,0
2021,NY,RFO,"7,622"
2021,NY,WWW,"6,404"
2021,NY,NG,"1,294,268"
2021,NY,NG,"2,227,921"
2021,NY,MLG,"94,836"
2021,NY,DFO,33
2021,NY,DFO,0
2021,NY,NG,"424,271"
2021,NY,DFO,0
2021,NY,NG,"1,565,993"
2021,NY,DFO,335
2021,NY,NG,"1,161,027"
2021,NY,DFO,514
2021,NY,NG,"1,900,540"
2021,NY,DFO,0
2021,NY,NG,"611,471"
2021,NY,DFO,0
2021,NY,NG,"1,158,957"
2021,NY,DFO,5
2021,NY,NG,15
2021,NY,WND,"10,038"
2021,NY,DFO,"2,719"
2021,NY,NG,"1,015,618"
2021,NY,DFO,"4,782"
2021,NY,NG,"1,728,457"
2021,NY,DFO,824
2021,NY,NG,"997,650"
2021,NY,DFO,"1,426"
2021,NY,NG,"1,480,866"
2021,NY,DFO,134
2021,NY,NG,"1,341,753"
2021,NY,DFO,232
2021,NY,NG,"2,121,446"
2021,NY,WND,"618,268"
2021,NY,WND,"441,378"
2021,NY,HYC,"56,930"
2021,NY,DFO,10
2021,NY,NG,"1,616,362"
2021,NY,DFO,17
2021,NY,NG,"2,716,499"
2021,NY,NG,"1,808,859"
2021,NY,NG,"3,195,129"
2021,NY,SUN,"50,059"
2021,NY,WND,"1,674"
2021,NY,DFO,"7,756"
2021,NY,NG,"1,082,922"
2021,NY,DFO,"13,958"
2021,NY,NG,"1,732,724"
2021,NY,NG,"1,514"
2021,NY,WND,"113,411"
2021,NY,WND,"240,181"
2021,NY,SUN,"1,626"
2021,NY,WND,"200,165"
2021,NY,SUN,"4,658"
2021,NY,SUN,"20,310"
2021,NY,SUN,"30,146"
2021,NY,SUN,"2,856"
2021,NY,WND,"30,887"
2021,NY,WND,"233,519"
2021,NY,OTH,0
2021,NY,OTH,0
2021,NY,OTH,0
2021,NY,OTH,0
2021,NY,DFO,0
2021,NY,DFO,0
2021,NY,DFO,33
2021,NY,DFO,80
2021,NY,WOO,0
2021,NY,WOO,0
2021,NY,NG,0
2021,NY,NG,"178,448"
2021,NY,NG,"403,095"
2021,NY,NG,"26,106"
2021,NY,ORW,0
2021,NY,COL,0
2021,NY,DFO,"1,086"
2021,NY,DFO,0
2021,NY,DFO,103
2021,NY,DFO,"4,928"
2021,NY,WOO,0
2021,NY,WOO,0
2021,NY,NG,"529,991"
2021,NY,NG,"675,978"
2021,NY,NG,"1,598,522"
2021,NY,NG,"250,778"
2021,NY,ORW,0
2021,NY,RFO,0
2021,NY,NG,0
2021,NY,OTH,0
2021,NY,COL,0
2021,NY,DFO,"97,251"
2021,NY,DFO,"5,565"
2021,NY,DFO,14
2021,NY,DFO,"6,700"
2021,NY,WOO,0
2021,NY,WOO,"86,674"
2021,NY,WOO,"182,691"
2021,NY,NG,"720,622"
2021,NY,NG,"703,375"
2021,NY,NG,"305,573"
2021,NY,NG,"321,377"
2021,NY,NG,"24,174"
2021,NY,RFO,0
2021,NY,RFO,0
2021,NY,HYC,"532,367"
2021,NY,HYC,"3,629,703"
2021,NY,HYC,"6,257"
2021,NY,DFO,"3,735"
2021,NY,DFO,59
2021,NY,DFO,"1,297"
2021,NY,DFO,401
2021,NY,DFO,151
2021,NY,MLG,"573,126"
2021,NY,MLG,0
2021,NY,NG,423
2021,NY,NG,0
2021,NY,NG,"27,937"
2021,NY,NG,"1,283"
2021,NY,NG,"96,420"
2021,NY,ORW,0
2021,NY,SUN,"1,112,325"
2021,NY,SUN,"6,676"
2021,NY,SUN,"7,163"
2021,NY,COL,0
2021,NY,DFO,0
2021,NY,DFO,0
2021,NY,DFO,"2,054"
2021,NY,MLG,"29,535"
2021,NY,OTH,"34,831"
2021,NY,NG,"12,996"
2021,NY,NG,"1,283,358"
2021,NY,NG,"101,662"
2021,NY,NG,"43,891"
2021,NY,RFO,228
2021,NY,RFO,"9,359"
2021,NY,RFO,0
2021,NY,COL,0
2021,NY,WWW,"66,920"
2021,NY,WWW,0
2021,NY,WWW,"17,484"
2021,NY,WND,"2,493,699"
2021,NY,WND,"2,946"
2021,NY,WND,711
2021,OH,COL,"10,019,137"
2021,OH,DFO,"47,806"
2021,OH,OTH,-497
2021,OH,COL,0
2021,OH,DFO,0
2021,OH,DFO,157
2021,OH,COL,"6,764,104"
2021,OH,DFO,"12,234"
2021,OH,DFO,-171
2021,OH,COL,"554,083"
2021,OH,DFO,"1,005"
2021,OH,COL,"273,785"
2021,OH,DFO,225
2021,OH,COL,"4,634,829"
2021,OH,DFO,"20,999"
2021,OH,COL,0
2021,OH,COL,"5,027,169"
2021,OH,DFO,"7,112"
2021,OH,COL,0
2021,OH,WOC,0
2021,OH,COL,"1,845,610"
2021,OH,DFO,0
2021,OH,NG,"34,919"
2021,OH,COL,"2,694,715"
2021,OH,NUC,"9,703,868"
2021,OH,NUC,"7,779,141"
2021,OH,DFO,"1,820"
2021,OH,NG,"50,700"
2021,OH,WOO,0
2021,OH,COL,"370,501"
2021,OH,DFO,"30,120"
2021,OH,COL,"13,406,106"
2021,OH,COL,0
2021,OH,COL,0
2021,OH,COL,0
2021,OH,WWW,"173,382"
2021,OH,DFO,"1,764"
2021,OH,NG,"120,323"
2021,OH,OTH,"8,121"
2021,OH,WWW,"44,961"
2021,OH,OOG,"94,623"
2021,OH,NG,"55,323"
2021,OH,RFO,0
2021,OH,MLG,0
2021,OH,NG,0
2021,OH,OOG,0
2021,OH,PC,34
2021,OH,COL,0
2021,OH,NG,"15,711"
2021,OH,OOG,"38,031"
2021,OH,WOC,0
2021,OH,NG,91
2021,OH,WWW,"18,167"
2021,OH,NG,"1,483,983"
2021,OH,NG,"2,614,011"
2021,OH,NG,"1,863,806"
2021,OH,NG,"2,957,478"
2021,OH,NG,"2,283,793"
2021,OH,NG,"3,907,657"
2021,OH,NG,0
2021,OH,NG,"2,105,380"
2021,OH,NG,"3,843,481"
2021,OH,NG,"5,666,590"
2021,OH,NG,926
2021,OH,NG,"174,488"
2021,OH,MLG,"127,287"
2021,OH,MLG,"139,964"
2021,OH,SUN,"13,165"
2021,OH,WND,"732,582"
2021,OH,WND,"301,855"
2021,OH,DFO,3
2021,OH,NG,"37,884"
2021,OH,DFO,87
2021,OH,NG,"180,828"
2021,OH,DFO,30
2021,OH,DFO,123
2021,OH,ORW,0
2021,OH,COL,0
2021,OH,DFO,0
2021,OH,NG,0
2021,OH,COL,0
2021,OH,DFO,0
2021,OH,DFO,34
2021,OH,NG,"14,774"
2021,OH,WND,"281,526"
2021,OH,ORW,"7,940"
2021,OH,OTH,0
2021,OH,SUN,0
2021,OH,WND,"260,329"
2021,OH,NG,"1,004,224"
2021,OH,NG,"1,680,955"
2021,OH,NG,"1,963"
2021,OH,SUN,"1,764"
2021,OH,NG,"2,122,469"
2021,OH,NG,"3,870,649"
2021,OH,NG,0
2021,OH,NG,"1,850,271"
2021,OH,NG,"2,921,466"
2021,OH,WND,"3,208"
2021,OH,DFO,0
2021,OH,NG,"774,760"
2021,OH,DFO,0
2021,OH,NG,"1,423,942"
2021,OH,NG,"2,177,442"
2021,OH,NG,"3,789,000"
2021,OH,WND,"309,000"
2021,OH,SUN,"4,589"
2021,OH,SUN,"3,840"
2021,OH,NG,"695,881"
2021,OH,OOG,0
2021,OH,WND,"207,604"
2021,OH,SUN,"2,889"
2021,OH,SUN,"177,846"
2021,OH,WND,"377,652"
2021,OH,SUN,"299,727"
2021,OH,SUN,"3,417"
2021,OH,OTH,0
2021,OH,OTH,0
2021,OH,NG,"121,461"
2021,OH,NG,"196,540"
2021,OH,COL,0
2021,OH,COL,0
2021,OH,DFO,"9,805"
2021,OH,DFO,"12,273"
2021,OH,DFO,173
2021,OH,NG,"790,639"
2021,OH,NG,"3,186,362"
2021,OH,WOO,0
2021,OH,HYC,"238,972"
2021,OH,HYC,"117,763"
2021,OH,DFO,"6,183"
2021,OH,DFO,136
2021,OH,MLG,"126,267"
2021,OH,NG,"5,379"
2021,OH,NG,0
2021,OH,ORW,0
2021,OH,ORW,0
2021,OH,ORW,"4,156"
2021,OH,SUN,"7,443"
2021,OH,SUN,"136,657"
2021,OH,SUN,"6,082"
2021,OH,COL,"175,825"
2021,OH,COL,0
2021,OH,COL,0
2021,OH,DFO,"1,137"
2021,OH,DFO,0
2021,OH,NG,"21,021"
2021,OH,NG,"14,972"
2021,OH,NG,"2,882"
2021,OH,NG,"92,022"
2021,OH,OOG,"541,244"
2021,OH,PC,"842,492"
2021,OH,COL,0
2021,OH,WND,"9,879"
2021,OH,WND,"19,004"
2021,OH,WND,"94,268"
2021,OK,NG,"586,671"
2021,OK,NG,"1,208,995"
2021,OK,NG,"47,687"
2021,OK,COL,"1,166,579"
2021,OK,NG,"614,548"
2021,OK,COL,"2,736,362"
2021,OK,DFO,0
2021,OK,NG,"7,501"
2021,OK,SUN,"4,472"
2021,OK,DFO,0
2021,OK,NG,"1,359,814"
2021,OK,RFO,0
2021,OK,NG,"749,787"
2021,OK,NG,"1,461,864"
2021,OK,DFO,0
2021,OK,DFO,8
2021,OK,NG,"301,337"
2021,OK,COL,"2,296,843"
2021,OK,HPS,"-86,940"
2021,OK,NG,"144,399"
2021,OK,NG,"289,018"
2021,OK,NG,187
2021,OK,NG,"67,012"
2021,OK,DFO,0
2021,OK,DFO,0
2021,OK,NG,"213,498"
2021,OK,DFO,"27,074"
2021,OK,COL,"3,167,612"
2021,OK,DFO,"4,805"
2021,OK,COL,"829,515"
2021,OK,NG,"1,572,954"
2021,OK,NG,"2,949,301"
2021,OK,COL,"1,309"
2021,OK,NG,"345,266"
2021,OK,COL,"39,872"
2021,OK,COL,"158,742"
2021,OK,NG,"25,913"
2021,OK,COL,0
2021,OK,COL,"846,084"
2021,OK,OTH,0
2021,OK,WWW,0
2021,OK,COL,0
2021,OK,WWW,"231,765"
2021,OK,DFO,0
2021,OK,NG,"132,972"
2021,OK,ORW,"66,174"
2021,OK,PC,0
2021,OK,RFO,0
2021,OK,WWW,0
2021,OK,DFO,0
2021,OK,RFO,0
2021,OK,NG,0
2021,OK,NG,0
2021,OK,NG,"380,958"
2021,OK,MLG,"1,400"
2021,OK,OTH,"1,711"
2021,OK,NG,67
2021,OK,NG,"1,283,217"
2021,OK,NG,"2,049,470"
2021,OK,NG,"1,492,627"
2021,OK,NG,"2,400,858"
2021,OK,NG,"798,318"
2021,OK,NG,"1,410,252"
2021,OK,NG,"1,647,979"
2021,OK,NG,"2,660,585"
2021,OK,NG,"1,762,296"
2021,OK,NG,"2,447,288"
2021,OK,WND,"805,600"
2021,OK,WND,"633,362"
2021,OK,DFO,681
2021,OK,NG,0
2021,OK,WND,"835,264"
2021,OK,WND,"1,006,463"
2021,OK,WND,"1,058,701"
2021,OK,WND,"1,060,300"
2021,OK,WND,"873,023"
2021,OK,WND,"434,811"
2021,OK,WND,"956,313"
2021,OK,NG,"17,885"
2021,OK,WND,"527,902"
2021,OK,WND,"809,582"
2021,OK,WND,"566,386"
2021,OK,WND,"925,038"
2021,OK,WND,"961,817"
2021,OK,WND,"421,207"
2021,OK,WND,"549,636"
2021,OK,WND,"952,950"
2021,OK,WND,"1,054,669"
2021,OK,SUN,"8,610"
2021,OK,SUN,"3,498"
2021,OK,SUN,"4,884"
2021,OK,SUN,"3,699"
2021,OK,SUN,"6,825"
2021,OK,WND,"551,926"
2021,OK,WND,"382,472"
2021,OK,WND,"820,084"
2021,OK,WND,"953,603"
2021,OK,WND,"1,023,034"
2021,OK,WND,"538,485"
2021,OK,WND,"478,019"
2021,OK,WND,"808,480"
2021,OK,WND,"973,457"
2021,OK,WND,"408,904"
2021,OK,WND,"192,041"
2021,OK,WND,"892,114"
2021,OK,WND,"43,003"
2021,OK,WND,"56,297"
2021,OK,OTH,0
2021,OK,DFO,0
2021,OK,NG,0
2021,OK,DFO,0
2021,OK,NG,"157,617"
2021,OK,DFO,9
2021,OK,NG,"658,649"
2021,OK,HYC,"2,709,343"
2021,OK,DFO,110
2021,OK,MLG,"19,277"
2021,OK,NG,"35,143"
2021,OK,SUN,"42,557"
2021,OK,SUN,"11,042"
2021,OK,DFO,0
2021,OK,NG,"1,589,890"
2021,OK,RFO,0
2021,OK,WND,"574,729"
2021,OK,WND,"10,258,708"
2021,OR,HYC,"4,010,436"
2021,OR,HYC,"7,332,619"
2021,OR,HYC,"5,965,530"
2021,OR,NG,"562,451"
2021,OR,NG,"1,166,360"
2021,OR,NG,"553,632"
2021,OR,NG,"980,003"
2021,OR,MLG,"29,245"
2021,OR,OTH,"35,743"
2021,OR,NG,1
2021,OR,NG,"1,093,946"
2021,OR,NG,"1,729,061"
2021,OR,NG,"1,085,610"
2021,OR,NG,"1,969,799"
2021,OR,NG,"1,751,966"
2021,OR,NG,"2,589,106"
2021,OR,WWW,"84,312"
2021,OR,NG,"46,630"
2021,OR,ORW,"20,305"
2021,OR,RFO,0
2021,OR,ORW,0
2021,OR,NG,"1,063,019"
2021,OR,NG,"1,855,622"
2021,OR,WND,"853,185"
2021,OR,WND,"1,116,246"
2021,OR,MLG,"93,619"
2021,OR,WND,"569,666"
2021,OR,WND,"622,783"
2021,OR,WND,"621,213"
2021,OR,DFO,0
2021,OR,NG,0
2021,OR,DFO,14
2021,OR,NG,"42,981"
2021,OR,WND,"528,639"
2021,OR,GEO,0
2021,OR,ORW,"11,246"
2021,OR,SUN,"13,235"
2021,OR,SUN,"14,780"
2021,OR,SUN,"22,861"
2021,OR,SUN,"10,388"
2021,OR,SUN,"22,539"
2021,OR,SUN,"22,641"
2021,OR,OTH,-276
2021,OR,SUN,"22,252"
2021,OR,SUN,"126,033"
2021,OR,SUN,"102,254"
2021,OR,WND,"713,534"
2021,OR,SUN,"93,632"
2021,OR,SUN,"113,989"
2021,OR,WND,"341,609"
2021,OR,GEO,"204,545"
2021,OR,DFO,0
2021,OR,DFO,0
2021,OR,NG,"1,091,731"
2021,OR,NG,0
2021,OR,DFO,153
2021,OR,DFO,0
2021,OR,NG,"2,123,212"
2021,OR,NG,"4,904"
2021,OR,NG,"12,409"
2021,OR,NG,"72,559"
2021,OR,HYC,"10,821,714"
2021,OR,HYC,"230,880"
2021,OR,MLG,"63,017"
2021,OR,MLG,"66,949"
2021,OR,MLG,"22,127"
2021,OR,NG,"480,234"
2021,OR,NG,"30,770"
2021,OR,NG,0
2021,OR,NG,0
2021,OR,ORW,0
2021,OR,ORW,0
2021,OR,ORW,0
2021,OR,SUN,"5,647"
2021,OR,SUN,"937,802"
2021,OR,WWW,"87,602"
2021,OR,DFO,0
2021,OR,NG,0
2021,OR,NG,"51,375"
2021,OR,RFO,0
2021,OR,WWW,"201,981"
2021,OR,WWW,0
2021,OR,WWW,"341,373"
2021,OR,WND,"299,918"
2021,OR,WND,"3,926,474"
2021,PA,DFO,193
2021,PA,COL,"939,907"
2021,PA,NG,"24,186"
2021,PA,COL,"6,298,878"
2021,PA,COL,"4,403,331"
2021,PA,DFO,"33,305"
2021,PA,COL,0
2021,PA,DFO,"8,080"
2021,PA,WOC,"2,850,652"
2021,PA,DFO,95
2021,PA,COL,0
2021,PA,DFO,0
2021,PA,NG,"634,878"
2021,PA,DFO,208
2021,PA,COL,"482,938"
2021,PA,DFO,"1,410"
2021,PA,COL,"6,931,133"
2021,PA,RFO,0
2021,PA,COL,0
2021,PA,DFO,0
2021,PA,COL,"1,920,018"
2021,PA,DFO,"1,283"
2021,PA,NG,"597,235"
2021,PA,COL,0
2021,PA,NG,"10,713"
2021,PA,DFO,55
2021,PA,NG,"343,461"
2021,PA,RFO,"1,535"
2021,PA,COL,"1,248,538"
2021,PA,DFO,"11,797"
2021,PA,COL,0
2021,PA,HPS,"-521,656"
2021,PA,NUC,"11,439,087"
2021,PA,NUC,"10,829,157"
2021,PA,NUC,"7,356,891"
2021,PA,NUC,"7,024,505"
2021,PA,NUC,"10,664,952"
2021,PA,NUC,"9,278,594"
2021,PA,NUC,"10,050,781"
2021,PA,NUC,"9,258,265"
2021,PA,HYC,"94,697"
2021,PA,DFO,112
2021,PA,NG,"1,989"
2021,PA,HYC,0
2021,PA,HPS,"-169,856"
2021,PA,COL,"1,353,256"
2021,PA,NG,"26,136"
2021,PA,COL,0
2021,PA,DFO,0
2021,PA,WOC,0
2021,PA,COL,0
2021,PA,NG,0
2021,PA,WOC,0
2021,PA,COL,0
2021,PA,COL,0
2021,PA,COL,0
2021,PA,COL,0
2021,PA,DFO,"3,463"
2021,PA,NG,0
2021,PA,MLG,"49,340"
2021,PA,OTH,"60,305"
2021,PA,NG,"2,788"
2021,PA,DFO,674
2021,PA,NG,"19,249"
2021,PA,COL,0
2021,PA,NG,0
2021,PA,MLG,"265,138"
2021,PA,OTH,"324,048"
2021,PA,NG,118
2021,PA,DFO,0
2021,PA,MLG,"116,545"
2021,PA,OTH,"142,446"
2021,PA,NG,"2,057"
2021,PA,MLG,"10,368"
2021,PA,NG,"54,433"
2021,PA,OOG,0
2021,PA,MLG,"98,653"
2021,PA,NG,"4,614"
2021,PA,COL,"77,937"
2021,PA,WWW,"221,772"
2021,PA,DFO,0
2021,PA,NG,"109,473"
2021,PA,RFO,836
2021,PA,ORW,"4,285"
2021,PA,WWW,"28,322"
2021,PA,MLG,"86,122"
2021,PA,OTH,"105,260"
2021,PA,WOO,484
2021,PA,PC,0
2021,PA,OTH,"6,871"
2021,PA,WOC,"53,541"
2021,PA,WWW,199
2021,PA,WOO,"1,444"
2021,PA,DFO,0
2021,PA,NG,"1,200"
2021,PA,DFO,14
2021,PA,NG,"36,959"
2021,PA,DFO,"2,354"
2021,PA,MLG,"91,047"
2021,PA,OTH,"111,285"
2021,PA,DFO,"1,779"
2021,PA,WOC,"657,913"
2021,PA,MLG,"140,460"
2021,PA,OTH,"171,675"
2021,PA,NG,0
2021,PA,NG,"1,593,964"
2021,PA,NG,"2,830,926"
2021,PA,NG,"1,510,594"
2021,PA,NG,"2,665,662"
2021,PA,NG,"2,687,049"
2021,PA,NG,"4,773,447"
2021,PA,NG,"1,482,853"
2021,PA,NG,"2,911,772"
2021,PA,DFO,"2,760"
2021,PA,NG,"1,086,818"
2021,PA,NG,"2,035,666"
2021,PA,NG,"2,951,999"
2021,PA,DFO,"2,991"
2021,PA,NG,"2,755,622"
2021,PA,DFO,"5,711"
2021,PA,NG,"4,884,661"
2021,PA,NG,"1,585,315"
2021,PA,NG,"2,679,443"
2021,PA,DFO,"3,039"
2021,PA,NG,"1,302,172"
2021,PA,DFO,"5,512"
2021,PA,NG,"2,186,357"
2021,PA,DFO,0
2021,PA,NG,"1,212,291"
2021,PA,DFO,0
2021,PA,NG,"2,357,412"
2021,PA,NG,"1,742,867"
2021,PA,OOG,"1,505"
2021,PA,NG,"3,503,623"
2021,PA,OOG,0
2021,PA,WND,"8,215"
2021,PA,WND,"15,050"
2021,PA,NG,"2,038,114"
2021,PA,NG,"3,669,413"
2021,PA,DFO,226
2021,PA,NG,"11,569"
2021,PA,WND,"111,596"
2021,PA,WND,"48,440"
2021,PA,WND,"62,006"
2021,PA,WND,"196,306"
2021,PA,WND,"142,983"
2021,PA,SUN,"2,505"
2021,PA,SUN,"12,335"
2021,PA,WND,"157,969"
2021,PA,SUN,"7,501"
2021,PA,NG,0
2021,PA,NG,0
2021,PA,DFO,0
2021,PA,NG,"12,879"
2021,PA,DFO,113
2021,PA,NG,"53,095"
2021,PA,NG,"2,470"
2021,PA,ORW,"23,146"
2021,PA,NG,"6,077,702"
2021,PA,NG,"5,855,248"
2021,PA,MLG,"39,086"
2021,PA,NG,"1,129"
2021,PA,NG,"40,213"
2021,PA,NG,"172,191"
2021,PA,NG,"7,252,858"
