Year,State,AER.Fuel.Type.Code,Net.Generation.MWh,Lat,Long
2016,AL,HYC,6984803,32.688053,-86.810585
2016,AL,NUC,39901879,32.688053,-86.810585
2016,AL,WND,0,32.688053,-86.810585
2016,AL,ORW,0,32.688053,-86.810585
2016,AL,OTH,0,32.688053,-86.810585
2016,AL,WWW,3297135,32.688053,-86.810585
2016,AR,HPS,38824,34.755883,-92.640559
2016,AR,HYC,3569986,34.755883,-92.640559
2016,AR,NUC,13421022,34.755883,-92.640559
2016,AR,ORW,48071,34.755883,-92.640559
2016,AR,WND,0,34.755883,-92.640559
2016,AR,OTH,5637,34.755883,-92.640559
2016,AR,WWW,1257119,34.755883,-92.640559
2016,AZ,HPS,58630,34.255149,-111.62621
2016,AZ,HYC,7167763,34.255149,-111.62621
2016,AZ,NUC,32377477,34.255149,-111.62621
2016,AZ,ORW,0,34.255149,-111.62621
2016,AZ,WND,541582,34.255149,-111.62621
2016,AZ,WWW,176136,34.255149,-111.62621
2016,CA,GEO,11457299,36.531544,-119.586168
2016,CA,HPS,-259349,36.531544,-119.586168
2016,CA,HYC,28942121,36.531544,-119.586168
2016,CA,NUC,18907578,36.531544,-119.586168
2016,CA,ORW,856848,36.531544,-119.586168
2016,CA,OTH,665665,36.531544,-119.586168
2016,CA,WND,13509039,36.531544,-119.586168
2016,CA,WWW,3029283,36.531544,-119.586168
2016,CO,HPS,-294186,38.996664,-105.547822
2016,CO,HYC,1902571,38.996664,-105.547822
2016,CO,ORW,30421,38.996664,-105.547822
2016,CO,OTH,53388,38.996664,-105.547822
2016,CO,WND,9421204,38.996664,-105.547822
2016,CO,WWW,85822,38.996664,-105.547822
2016,CT,HPS,5587,41.580163,-72.756629
2016,CT,HYC,224145,41.580163,-72.756629
2016,CT,NUC,16575492,41.580163,-72.756629
2016,CT,ORW,1064,41.580163,-72.756629
2016,CT,OTH,577398,41.580163,-72.756629
2016,CT,WND,12742,41.580163,-72.756629
2016,CT,WWW,237232,41.580163,-72.756629
2016,DC,ORW,52771,38.912097,-77.014683
2016,DE,WND,5321,38.978849,-75.46014
2016,FL,HYC,174551,27.97762,-81.769611
2016,FL,NUC,29320022,27.97762,-81.769611
2016,FL,WND,0,27.97762,-81.769611
2016,FL,ORW,851774,27.97762,-81.769611
2016,FL,OTH,3150526,27.97762,-81.769611
2016,FL,WWW,1971854,27.97762,-81.769611
2016,GA,HPS,-993024,32.53951,-83.380775
2016,GA,HYC,3372677,32.53951,-83.380775
2016,GA,WND,0,32.53951,-83.380775
2016,GA,NUC,34480662,32.53951,-83.380775
2016,GA,ORW,65357,32.53951,-83.380775
2016,GA,OTH,100979,32.53951,-83.380775
2016,GA,WWW,4302530,32.53951,-83.380775
2016,IA,HYC,916789,42.039943,-93.500069
2016,IA,NUC,4702665,42.039943,-93.500069
2016,IA,ORW,128022,42.039943,-93.500069
2016,IA,OTH,12121,42.039943,-93.500069
2016,IA,WND,20071999,42.039943,-93.500069
2016,IA,WWW,1045,42.039943,-93.500069
2016,ID,GEO,71995,43.764877,-114.964267
2016,ID,HYC,9033272,43.764877,-114.964267
2016,ID,ORW,74041,43.764877,-114.964267
2016,ID,OTH,65048,43.764877,-114.964267
2016,ID,WND,2578415,43.764877,-114.964267
2016,ID,WWW,413145,43.764877,-114.964267
2016,IL,HYC,132834,40.265028,-89.191575
2016,IL,NUC,98607038,40.265028,-89.191575
2016,IL,ORW,6837,40.265028,-89.191575
2016,IL,OTH,273854,40.265028,-89.191575
2016,IL,WND,10663434,40.265028,-89.191575
2016,IL,WWW,0,40.265028,-89.191575
2016,IN,HYC,426265,39.904493,-86.250281
2016,IN,ORW,74062,39.904493,-86.250281
2016,IN,OTH,363050,39.904493,-86.250281
2016,IN,WND,4899474,39.904493,-86.250281
2016,IN,WWW,0,39.904493,-86.250281
2016,KS,HYC,30538,38.500327,-98.380429
2016,KS,NUC,8246042,38.500327,-98.380429
2016,KS,ORW,0,38.500327,-98.380429
2016,KS,OTH,1,38.500327,-98.380429
2016,KS,WND,14110881,38.500327,-98.380429
2016,KY,WND,0,37.696825,-84.924095
2016,KY,HYC,3477930,37.696825,-84.924095
2016,KY,ORW,0,37.696825,-84.924095
2016,KY,OTH,49951,37.696825,-84.924095
2016,KY,WWW,360118,37.696825,-84.924095
2016,LA,HYC,1103023,30.542601,-92.51441
2016,LA,NUC,17151826,30.542601,-92.51441
2016,LA,WND,0,30.542601,-92.51441
2016,LA,ORW,87334,30.542601,-92.51441
2016,LA,OTH,726595,30.542601,-92.51441
2016,LA,WWW,2788939,30.542601,-92.51441
2016,MA,HPS,-500450,42.358752,-71.531484
2016,MA,HYC,712516,42.358752,-71.531484
2016,MA,NUC,5414318,42.358752,-71.531484
2016,MA,ORW,27112,42.358752,-71.531484
2016,MA,OTH,857932,42.358752,-71.531484
2016,MA,WND,216123,42.358752,-71.531484
2016,MA,WWW,128822,42.358752,-71.531484
2016,MD,HYC,1392187,39.038828,-76.346717
2016,MD,NUC,14760177,39.038828,-76.346717
2016,MD,ORW,4226,39.038828,-76.346717
2016,MD,OTH,323061,39.038828,-76.346717
2016,MD,WND,527114,39.038828,-76.346717
2016,MD,WWW,123653,39.038828,-76.346717
2016,ME,HYC,2999688,45.243327,-69.171071
2016,ME,ORW,20801,45.243327,-69.171071
2016,ME,OTH,381379,45.243327,-69.171071
2016,ME,WND,1667103,45.243327,-69.171071
2016,ME,WWW,2603245,45.243327,-69.171071
2016,MI,HPS,-751650,43.924812,-84.633107
2016,MI,HYC,1564355,43.924812,-84.633107
2016,MI,NUC,31551710,43.924812,-84.633107
2016,MI,ORW,14108,43.924812,-84.633107
2016,MI,OTH,301646,43.924812,-84.633107
2016,MI,WND,4695783,43.924812,-84.633107
2016,MI,WWW,1522488,43.924812,-84.633107
2016,MN,HYC,1208502,46.63636,-94.579641
2016,MN,NUC,13860816,46.63636,-94.579641
2016,MN,ORW,239688,46.63636,-94.579641
2016,MN,OTH,407430,46.63636,-94.579641
2016,MN,WND,9933487,46.63636,-94.579641
2016,MN,WWW,1217697,46.63636,-94.579641
2016,MO,HPS,179201,38.353141,-92.747022
2016,MO,HYC,1268473,38.353141,-92.747022
2016,MO,NUC,9430179,38.353141,-92.747022
2016,MO,ORW,3214,38.353141,-92.747022
2016,MO,OTH,8979,38.353141,-92.747022
2016,MO,WND,1121883,38.353141,-92.747022
2016,MO,WWW,47163,38.353141,-92.747022
2016,MS,WND,0,32.921921,-89.687118
2016,MS,NUC,5897272,32.921921,-89.687118
2016,MS,ORW,1191,32.921921,-89.687118
2016,MS,OTH,5272,32.921921,-89.687118
2016,MS,WWW,1512780,32.921921,-89.687118
2016,MT,HYC,10082529,47.001265,-109.645406
2016,MT,OTH,326868,47.001265,-109.645406
2016,MT,WND,2140192,47.001265,-109.645406
2016,MT,WWW,20150,47.001265,-109.645406
2016,NC,HPS,0,35.387362,-78.455056
2016,NC,HYC,4417186,35.387362,-78.455056
2016,NC,NUC,42786087,35.387362,-78.455056
2016,NC,ORW,45394,35.387362,-78.455056
2016,NC,OTH,654538,35.387362,-78.455056
2016,NC,WND,6233,35.387362,-78.455056
2016,NC,WWW,1960044,35.387362,-78.455056
2016,ND,HYC,1912005,47.471495,-100.469096
2016,ND,ORW,5606,47.471495,-100.469096
2016,ND,OTH,45107,47.471495,-100.469096
2016,ND,WND,8171922,47.471495,-100.469096
2016,NE,HYC,856408,41.499671,-99.810075
2016,NE,NUC,9350591,41.499671,-99.810075
2016,NE,ORW,17870,41.499671,-99.810075
2016,NE,OTH,0,41.499671,-99.810075
2016,NE,WND,3798387,41.499671,-99.810075
2016,NE,WWW,0,41.499671,-99.810075
2016,NH,HYC,1145386,43.644386,-71.586283
2016,NH,NUC,10761163,43.644386,-71.586283
2016,NH,ORW,1109,43.644386,-71.586283
2016,NH,OTH,49001,43.644386,-71.586283
2016,NH,WND,432324,43.644386,-71.586283
2016,NH,WWW,1564428,43.644386,-71.586283
2016,NJ,HPS,-204013,39.66502,-74.738208
2016,NJ,HYC,9478,39.66502,-74.738208
2016,NJ,NUC,29885187,39.66502,-74.738208
2016,NJ,ORW,5165,39.66502,-74.738208
2016,NJ,OTH,606965,39.66502,-74.738208
2016,NJ,WND,20841,39.66502,-74.738208
2016,NM,GEO,14218,34.498624,-106.108278
2016,NM,HYC,147972,34.498624,-106.108278
2016,NM,ORW,16958,34.498624,-106.108278
2016,NM,OTH,279,34.498624,-106.108278
2016,NM,WND,3605421,34.498624,-106.108278
2016,NV,GEO,3353399,39.440688,-116.598569
2016,NV,HYC,1789219,39.440688,-116.598569
2016,NV,OTH,21028,39.440688,-116.598569
2016,NV,WND,343865,39.440688,-116.598569
2016,NY,HPS,-470932,43.408777,-74.871618
2016,NY,HYC,26888234,43.408777,-74.871618
2016,NY,NUC,41570990,43.408777,-74.871618
2016,NY,ORW,3722,43.408777,-74.871618
2016,NY,OTH,858599,43.408777,-74.871618
2016,NY,WND,3940180,43.408777,-74.871618
2016,NY,WWW,638859,43.408777,-74.871618
2016,OH,HYC,500320,40.262259,-82.883453
2016,OH,NUC,16817386,40.262259,-82.883453
2016,OH,ORW,22070,40.262259,-82.883453
2016,OH,OTH,-48433,40.262259,-82.883453
2016,OH,WND,1245337,40.262259,-82.883453
2016,OH,WWW,272085,40.262259,-82.883453
2016,OK,HPS,-87429,35.455622,-97.508021
2016,OK,HYC,2573424,35.455622,-97.508021
2016,OK,ORW,98881,35.455622,-97.508021
2016,OK,OTH,27690,35.455622,-97.508021
2016,OK,WND,20069089,35.455622,-97.508021
2016,OK,WWW,243316,35.455622,-97.508021
2016,OR,GEO,183700,43.854178,-120.526709
2016,OR,HYC,34549367,43.854178,-120.526709
2016,OR,ORW,56737,43.854178,-120.526709
2016,OR,OTH,40617,43.854178,-120.526709
2016,OR,WND,7157128,43.854178,-120.526709
2016,OR,WWW,641448,43.854178,-120.526709
2016,PA,HPS,-561836,40.860198,-77.838617
2016,PA,HYC,2374519,40.860198,-77.838617
2016,PA,NUC,82924011,40.860198,-77.838617
2016,PA,ORW,33883,40.860198,-77.838617
2016,PA,OTH,791027,40.860198,-77.838617
2016,PA,WND,3476246,40.860198,-77.838617
2016,PA,WWW,508115,40.860198,-77.838617
2016,RI,HYC,2128,41.587536,-71.514739
2016,RI,WND,26532,41.587536,-71.514739
2016,SC,HPS,-976600,33.702857,-80.627523
2016,SC,HYC,2226074,33.702857,-80.627523
2016,SC,WND,0,33.702857,-80.627523
2016,SC,NUC,55825916,33.702857,-80.627523
2016,SC,OTH,45420,33.702857,-80.627523
2016,SC,WWW,2196591,33.702857,-80.627523
2016,SD,HYC,4805526,44.470716,-100.229958
2016,SD,ORW,0,44.470716,-100.229958
2016,SD,OTH,0,44.470716,-100.229958
2016,SD,WND,3714259,44.470716,-100.229958
