Year,State,AER.Fuel.Type.Code,Net.Generation.MWh,Lat,Long
2021,HI,WWW,0,24.200987,-104.313994
2021,IA,HYC,955378,42.039943,-93.500069
2021,IA,ORW,97989,42.039943,-93.500069
2021,IA,OTH,-13,42.039943,-93.500069
2021,IA,WND,36577500,42.039943,-93.500069
2021,IA,WWW,0,42.039943,-93.500069
2021,ID,GEO,81239,43.764877,-114.964267
2021,ID,HYC,8650089,43.764877,-114.964267
2021,ID,ORW,34027,43.764877,-114.964267
2021,ID,OTH,61911,43.764877,-114.964267
2021,ID,WND,2657247,43.764877,-114.964267
2021,ID,WWW,393534,43.764877,-114.964267
2021,IL,HYC,129032,40.265028,-89.191575
2021,IL,NUC,96994458,40.265028,-89.191575
2021,IL,ORW,4820,40.265028,-89.191575
2021,IL,OTH,246896,40.265028,-89.191575
2021,IL,WND,18690280,40.265028,-89.191575
2021,IL,WWW,0,40.265028,-89.191575
2021,IN,HYC,256847,39.904493,-86.250281
2021,IN,ORW,61850,39.904493,-86.250281
2021,IN,OTH,489475,39.904493,-86.250281
2021,IN,WND,7903046,39.904493,-86.250281
2021,IN,WWW,0,39.904493,-86.250281
2021,KS,HYC,29947,38.500327,-98.380429
2021,KS,NUC,8574732,38.500327,-98.380429
2021,KS,OTH,4978,38.500327,-98.380429
2021,KS,WND,25625409,38.500327,-98.380429
2021,KY,HYC,5268375,37.696825,-84.924095
2021,KY,OTH,70430,37.696825,-84.924095
2021,KY,WWW,248676,37.696825,-84.924095
2021,LA,HYC,1158908,30.542601,-92.51441
2021,LA,NUC,17248674,30.542601,-92.51441
2021,LA,ORW,59221,30.542601,-92.51441
2021,LA,OTH,316548,30.542601,-92.51441
2021,LA,WWW,2055219,30.542601,-92.51441
2021,MA,HPS,-424247,42.358752,-71.531484
2021,MA,HYC,818508,42.358752,-71.531484
2021,MA,ORW,25686,42.358752,-71.531484
2021,MA,OTH,937649,42.358752,-71.531484
2021,MA,WND,217137,42.358752,-71.531484
2021,MA,WWW,133633,42.358752,-71.531484
2021,MD,HYC,2120001,39.038828,-76.346717
2021,MD,NUC,14993633,39.038828,-76.346717
2021,MD,ORW,1652,39.038828,-76.346717
2021,MD,OTH,376220,39.038828,-76.346717
2021,MD,WND,517431,39.038828,-76.346717
2021,MD,WWW,8473,39.038828,-76.346717
2021,ME,HYC,2969119,45.243327,-69.171071
2021,ME,ORW,12812,45.243327,-69.171071
2021,ME,OTH,267862,45.243327,-69.171071
2021,ME,WND,2550352,45.243327,-69.171071
2021,ME,WWW,2070083,45.243327,-69.171071
2021,MI,HPS,-715146,43.924812,-84.633107
2021,MI,HYC,1533353,43.924812,-84.633107
2021,MI,NUC,34338319,43.924812,-84.633107
2021,MI,ORW,25159,43.924812,-84.633107
2021,MI,OTH,147991,43.924812,-84.633107
2021,MI,WND,7809137,43.924812,-84.633107
2021,MI,WWW,1305926,43.924812,-84.633107
2021,MN,HYC,897914,46.63636,-94.579641
2021,MN,NUC,14122771,46.63636,-94.579641
2021,MN,ORW,76521,46.63636,-94.579641
2021,MN,OTH,308902,46.63636,-94.579641
2021,MN,WND,12940714,46.63636,-94.579641
2021,MN,WWW,955514,46.63636,-94.579641
2021,MO,HPS,1487,38.353141,-92.747022
2021,MO,HYC,1850191,38.353141,-92.747022
2021,MO,NUC,4292433,38.353141,-92.747022
2021,MO,ORW,2770,38.353141,-92.747022
2021,MO,OTH,0,38.353141,-92.747022
2021,MO,WND,6606804,38.353141,-92.747022
2021,MO,WWW,40982,38.353141,-92.747022
2021,MS,NUC,11772058,32.921921,-89.687118
2021,MS,ORW,1621,32.921921,-89.687118
2021,MS,OTH,0,32.921921,-89.687118
2021,MS,WWW,1416495,32.921921,-89.687118
2021,MT,HYC,9774493,47.001265,-109.645406
2021,MT,OTH,282678,47.001265,-109.645406
2021,MT,WND,2822409,47.001265,-109.645406
2021,MT,WWW,20725,47.001265,-109.645406
2021,NC,HPS,0,35.387362,-78.455056
2021,NC,HYC,7596431,35.387362,-78.455056
2021,NC,NUC,43117707,35.387362,-78.455056
2021,NC,ORW,142056,35.387362,-78.455056
2021,NC,OTH,281549,35.387362,-78.455056
2021,NC,WND,505164,35.387362,-78.455056
2021,NC,WWW,1583092,35.387362,-78.455056
2021,ND,HYC,2218474,47.471495,-100.469096
2021,ND,ORW,1332,47.471495,-100.469096
2021,ND,OTH,39462,47.471495,-100.469096
2021,ND,WND,14541299,47.471495,-100.469096
2021,NE,HYC,1276741,41.499671,-99.810075
2021,NE,NUC,6880622,41.499671,-99.810075
2021,NE,ORW,15317,41.499671,-99.810075
2021,NE,OTH,0,41.499671,-99.810075
2021,NE,WND,9720032,41.499671,-99.810075
2021,NE,WWW,0,41.499671,-99.810075
2021,NH,HYC,1166943,43.644386,-71.586283
2021,NH,NUC,9856117,43.644386,-71.586283
2021,NH,ORW,0,43.644386,-71.586283
2021,NH,OTH,55317,43.644386,-71.586283
2021,NH,WND,504230,43.644386,-71.586283
2021,NH,WWW,883977,43.644386,-71.586283
2021,NJ,HPS,-120077,39.66502,-74.738208
2021,NJ,HYC,18224,39.66502,-74.738208
2021,NJ,NUC,28142099,39.66502,-74.738208
2021,NJ,ORW,4504,39.66502,-74.738208
2021,NJ,OTH,590297,39.66502,-74.738208
2021,NJ,WND,20271,39.66502,-74.738208
2021,NM,GEO,50934,34.498624,-106.108278
2021,NM,HYC,187076,34.498624,-106.108278
2021,NM,ORW,8001,34.498624,-106.108278
2021,NM,OTH,-346,34.498624,-106.108278
2021,NM,WND,10648272,34.498624,-106.108278
2021,NV,GEO,3927764,39.440688,-116.598569
2021,NV,HYC,1951740,39.440688,-116.598569
2021,NV,OTH,27358,39.440688,-116.598569
2021,NV,WND,339944,39.440688,-116.598569
2021,NY,HPS,-381535,43.408777,-74.871618
2021,NY,HYC,27973114,43.408777,-74.871618
2021,NY,NUC,31140377,43.408777,-74.871618
2021,NY,ORW,0,43.408777,-74.871618
2021,NY,OTH,974355,43.408777,-74.871618
2021,NY,WND,4386877,43.408777,-74.871618
2021,NY,WWW,458505,43.408777,-74.871618
2021,OH,HYC,356735,40.262259,-82.883453
2021,OH,NUC,17483009,40.262259,-82.883453
2021,OH,ORW,12096,40.262259,-82.883453
2021,OH,OTH,7624,40.262259,-82.883453
2021,OH,WND,2596907,40.262259,-82.883453
2021,OH,WWW,236510,40.262259,-82.883453
2021,OK,HPS,-86940,35.455622,-97.508021
2021,OK,HYC,2709343,35.455622,-97.508021
2021,OK,ORW,66174,35.455622,-97.508021
2021,OK,OTH,1711,35.455622,-97.508021
2021,OK,WND,33388380,35.455622,-97.508021
2021,OK,WWW,231765,35.455622,-97.508021
2021,OR,GEO,204545,43.854178,-120.526709
2021,OR,HYC,28361179,43.854178,-120.526709
2021,OR,ORW,31551,43.854178,-120.526709
2021,OR,OTH,35467,43.854178,-120.526709
2021,OR,WND,9593267,43.854178,-120.526709
2021,OR,WWW,715268,43.854178,-120.526709
2021,PA,HPS,-691512,40.860198,-77.838617
2021,PA,HYC,2580233,40.860198,-77.838617
2021,PA,NUC,75902232,40.860198,-77.838617
2021,PA,ORW,27822,40.860198,-77.838617
2021,PA,OTH,918940,40.860198,-77.838617
2021,PA,WND,3535145,40.860198,-77.838617
2021,PA,WWW,393060,40.860198,-77.838617
2021,RI,HYC,4455,41.587536,-71.514739
2021,RI,ORW,155,41.587536,-71.514739
2021,RI,WND,173679,41.587536,-71.514739
2021,SC,HPS,-768078,33.702857,-80.627523
2021,SC,HYC,3720551,33.702857,-80.627523
2021,SC,NUC,53771428,33.702857,-80.627523
2021,SC,OTH,40875,33.702857,-80.627523
2021,SC,WWW,2191327,33.702857,-80.627523
2021,SD,HYC,5295202,44.470716,-100.229958
2021,SD,ORW,0,44.470716,-100.229958
2021,SD,OTH,0,44.470716,-100.229958
2021,SD,WND,9321814,44.470716,-100.229958
2021,SD,WWW,11230,44.470716,-100.229958
2021,TN,HPS,-577291,35.820245,-86.343764
2021,TN,HYC,12850195,35.820245,-86.343764
2021,TN,NUC,35330407,35.820245,-86.343764
2021,TN,ORW,11713,35.820245,-86.343764
2021,TN,OTH,7423,35.820245,-86.343764
2021,TN,WND,40827,35.820245,-86.343764
2021,TN,WWW,557756,35.820245,-86.343764
2021,TX,HYC,1117108,31.030974,-98.326329
2021,TX,NUC,40211257,31.030974,-98.326329
2021,TX,ORW,95405,31.030974,-98.326329
2021,TX,OTH,419134,31.030974,-98.326329
2021,TX,WND,100049282,31.030974,-98.326329
2021,TX,WWW,982322,31.030974,-98.326329
2021,UT,GEO,361044,39.098999,-111.878816
2021,UT,HYC,757836,39.098999,-111.878816
2021,UT,ORW,733,39.098999,-111.878816
2021,UT,OTH,188570,39.098999,-111.878816
2021,UT,WND,826432,39.098999,-111.878816
2021,VA,HPS,-1038703,37.73086,-78.376655
2021,VA,HYC,1815595,37.73086,-78.376655
2021,VA,NUC,28571516,37.73086,-78.376655
2021,VA,ORW,17381,37.73086,-78.376655
2021,VA,OTH,527592,37.73086,-78.376655
2021,VA,WND,49583,37.73086,-78.376655
2021,VA,WWW,2414670,37.73086,-78.376655
2021,VT,HYC,1074837,44.211857,-72.681238
2021,VT,OTH,2505,44.211857,-72.681238
2021,VT,WND,338188,44.211857,-72.681238
2021,VT,WWW,468387,44.211857,-72.681238
2021,WA,HPS,1986,47.372269,-120.59234
2021,WA,HYC,70441812,47.372269,-120.59234
2021,WA,NUC,8511288,47.372269,-120.59234
2021,WA,ORW,26048,47.372269,-120.59234
2021,WA,OTH,65790,47.372269,-120.59234
2021,WA,WND,9508305,47.372269,-120.59234
2021,WA,WWW,1308962,47.372269,-120.59234
2021,WI,HYC,2504335,44.356004,-89.466198
2021,WI,NUC,9970190,44.356004,-89.466198
2021,WI,ORW,63362,44.356004,-89.466198
2021,WI,OTH,25643,44.356004,-89.466198
2021,WI,WND,1614966,44.356004,-89.466198
2021,WI,WWW,680909,44.356004,-89.466198
2021,WV,HYC,1516182,38.720281,-80.649428
2021,WV,OTH,-16271,38.720281,-80.649428
2021,WV,WND,1624136,38.720281,-80.649428
2021,WY,HYC,989992,43.001645,-107.55153
2021,WY,OTH,84037,43.001645,-107.55153
2021,WY,WND,8448654,43.001645,-107.55153
