Year,State,AER Fuel Type Code,Net Generation MWh
2001,AL,COL,18492066
2001,AL,HYC,307751
2001,AL,HYC,129576
2001,AL,HYC,2150089
2001,AL,DFO,0
2001,AL,NG,93043
2001,AL,NG,815609
2001,AL,NG,1138972
2001,AL,WWW,249574
2001,AL,DFO,23394
2001,AL,NG,3225
2001,AL,WWW,80914
2001,AL,COL,65149
2001,AL,WWW,300138
2001,AL,DFO,5461
2001,AL,NG,32070
2001,AL,RFO,12102
2001,AL,WWW,62682
2001,AL,COL,48142
2001,AL,WWW,271999
2001,AL,DFO,2914
2001,AL,NG,167763
2001,AL,OOG,19048
2001,AL,ORW,8726
2001,AL,OTH,7338
2001,AL,WWW,126772
2001,AL,MLG,3353
2001,AL,NG,854
2001,AL,OOG,31225
2001,AL,COL,267678
2001,AL,NG,0
2001,AL,WWW,217434
2001,AL,NG,16083
2001,AL,NG,5913
2001,AL,NG,77204
2001,AL,OOG,138874
2001,AL,COL,58090
2001,AL,WWW,268833
2001,AL,NG,54359
2001,AL,RFO,44966
2001,AL,WWW,92986
2001,AL,WWW,275127
2001,AL,DFO,14839
2001,AL,NG,214038
2001,AL,WWW,175028
2001,AL,COL,131740
2001,AL,WWW,132623
2001,AL,WWW,353134
2001,AL,DFO,13218
2001,AL,WWW,45345
2001,AL,NG,66756
2001,AL,NG,705
2001,AL,NG,4324
2001,AL,WWW,9493
2001,AL,COL,31902
2001,AL,NG,136853
2001,AL,RFO,38812
2001,AL,WWW,255012
2001,AL,WWW,166125
2001,AL,NG,136192
2001,AL,WWW,505088
2001,AL,NG,3996
2001,AL,OTH,474
2001,AL,DFO,358
2001,AL,NG,252
2001,AL,WWW,50177
2001,AL,DFO,113
2001,AL,NG,55035
2001,AL,NG,40409
2001,AL,DFO,2372
2001,AL,NG,209919
2001,AL,COL,111838
2001,AL,WWW,159532
2001,AL,DFO,4265
2001,AL,NG,102072
2001,AL,RFO,9139
2001,AL,ORW,5030
2001,AL,WWW,374242
2001,AR,HYC,113521
2001,AR,NG,107246
2001,AR,RFO,-184
2001,AR,NG,1454399
2001,AR,RFO,0
2001,AR,DFO,0
2001,AR,NG,1427
2001,AR,DFO,0
2001,AR,NG,134262
2001,AR,RFO,0
2001,AR,HYC,38481
2001,AR,HYC,93721
2001,AR,HYC,82709
2001,AR,HYC,120513
2001,AR,DFO,72
2001,AR,HYC,43324
2001,AR,HYC,71990
2001,AR,HYC,215714
2001,AR,HYC,327375
2001,AR,HYC,579370
2001,AR,NG,19017
2001,AR,RFO,50052
2001,AR,NG,45961
2001,AR,RFO,485949
2001,AR,NG,44573
2001,AR,RFO,271435
2001,AR,DFO,16577
2001,AR,COL,9635358
2001,AR,DFO,4805
2001,AR,COL,3693560
2001,AR,HYC,194062
2001,AR,DFO,17399
2001,AR,COL,11349426
2001,AR,HYC,116350
2001,AR,HYC,124924
2001,AR,HYC,105121
2001,AR,HYC,321045
2001,AR,NG,67790
2001,AR,NUC,14780789
2001,AR,NG,1018
2001,AR,ORW,5276
2001,AR,WWW,273864
2001,AR,NG,79024
2001,AR,ORW,1870
2001,AR,OTH,161
2001,AR,WWW,166581
2001,AR,WOO,1450
2001,AR,WWW,265783
2001,AR,NG,115749
2001,AR,RFO,28796
2001,AR,WWW,63424
2001,AR,NG,2314
2001,AR,WWW,188163
2001,AR,DFO,26
2001,AR,NG,102
2001,AR,WWW,81150
2001,AR,COL,86128
2001,AR,WWW,356755
2001,AR,NG,69406
2001,AR,ORW,156
2001,AR,RFO,3015
2001,AR,OTH,74
2001,AR,WWW,108975
2001,AR,HYC,31
2001,AR,DFO,0
2001,AR,NG,538784
2001,AR,NG,0
2001,AR,NG,25828
2001,AZ,HYC,1628
2001,AZ,HYC,20452
2001,AZ,DFO,5032
2001,AZ,NG,1335
2001,AZ,COL,7145292
2001,AZ,DFO,20373
2001,AZ,HYC,11889
2001,AZ,DFO,0
2001,AZ,NG,968316
2001,AZ,RFO,28584
2001,AZ,DFO,68
2001,AZ,NG,1317707
2001,AZ,RFO,0
2001,AZ,DFO,17273
2001,AZ,NG,777181
2001,AZ,RFO,87370
2001,AZ,DFO,64841
2001,AZ,NG,496655
2001,AZ,RFO,0
2001,AZ,COL,732483
2001,AZ,DFO,0
2001,AZ,MLG,33601
2001,AZ,NG,879582
2001,AZ,DFO,40724
2001,AZ,NG,2130544
2001,AZ,RFO,0
2001,AZ,SUN,219
2001,AZ,HYC,5265
2001,AZ,HPS,178594
2001,AZ,HYC,51925
2001,AZ,DFO,866
2001,AZ,NG,637112
2001,AZ,RFO,0
2001,AZ,HPS,97700
2001,AZ,HYC,18976
2001,AZ,HYC,53086
2001,AZ,HYC,31441
2001,AZ,HYC,1263782
2001,AZ,HYC,3806913
2001,AZ,NG,515493
2001,AZ,COL,2670859
2001,AZ,COL,17366019
2001,AZ,DFO,19954
2001,AZ,NUC,28724076
2001,AZ,DFO,0
2001,AZ,NG,73148
2001,AZ,DFO,7450
2001,AZ,COL,5850623
2001,AZ,SUN,270
2001,AZ,DFO,14849
2001,AZ,NG,1309360
2001,AZ,DFO,4403
2001,AZ,COL,5966347
2001,AZ,HYC,2358208
2001,AZ,NG,3183
2001,AZ,DFO,167
2001,AZ,NG,186
2001,AZ,COL,0
2001,AZ,DFO,1288
2001,AZ,COL,329871
2001,AZ,DFO,333
2001,AZ,DFO,630
2001,AZ,NG,764
2001,AZ,NG,458816
2001,AZ,NG,69
2001,AZ,NG,773119
2001,AZ,NG,2080055
2001,AZ,NG,12878
2001,AZ,ORW,5347
2001,AZ,NG,436697
2001,CA,HYC,43400
2001,CA,HYC,3186
2001,CA,HYC,154166
2001,CA,DFO,9528
2001,CA,NG,15547
2001,CA,HYC,8908
2001,CA,HYC,4424
2001,CA,HYC,4684
2001,CA,HYC,3728
2001,CA,HYC,77005
2001,CA,HYC,301904
2001,CA,HYC,254466
2001,CA,HYC,100671
2001,CA,HYC,108242
2001,CA,HYC,79366
2001,CA,HYC,361615
2001,CA,HYC,25382
2001,CA,HYC,11835
2001,CA,HYC,3648
2001,CA,HYC,44347
2001,CA,NG,3295794
2001,CA,HYC,8426
2001,CA,HYC,2168
2001,CA,HYC,227649
2001,CA,HYC,86818
2001,CA,HYC,22518
2001,CA,DFO,0
2001,CA,HYC,52369
2001,CA,HYC,180907
2001,CA,HYC,53678
2001,CA,HYC,297290
2001,CA,HYC,283174
2001,CA,HYC,49974
2001,CA,HYC,7829
2001,CA,HYC,41685
2001,CA,HYC,55655
2001,CA,DFO,19400
2001,CA,NG,448885
2001,CA,RFO,209348
2001,CA,DFO,36297
2001,CA,NG,399833
2001,CA,RFO,0
2001,CA,HYC,44080
2001,CA,HYC,611669
2001,CA,HYC,10769
2001,CA,HYC,13853
2001,CA,HYC,112298
2001,CA,HYC,6714
2001,CA,HYC,12034
2001,CA,NG,4150087
2001,CA,NG,8472809
2001,CA,HYC,23859
2001,CA,HYC,9984
2001,CA,HYC,298712
2001,CA,HYC,373407
2001,CA,HYC,459482
2001,CA,HYC,801460
2001,CA,HYC,326760
2001,CA,HYC,446005
2001,CA,NG,10388204
2001,CA,HYC,383334
2001,CA,DFO,134465
2001,CA,NG,1135034
2001,CA,RFO,0
2001,CA,HYC,30229
2001,CA,HYC,337813
2001,CA,HYC,7882
2001,CA,HYC,10071
2001,CA,HYC,937
2001,CA,HYC,119387
2001,CA,HYC,50171
2001,CA,HYC,18950
2001,CA,HYC,8199
2001,CA,HYC,17398
2001,CA,HYC,33980
2001,CA,HYC,308447
2001,CA,GEO,4832567
2001,CA,HYC,232451
2001,CA,HYC,15546
2001,CA,HYC,39496
2001,CA,HYC,65156
2001,CA,HYC,71336
2001,CA,HYC,42942
2001,CA,HYC,85241
2001,CA,HYC,109113
2001,CA,HYC,10296
2001,CA,HYC,112396
2001,CA,DFO,10064
2001,CA,NG,0
2001,CA,DFO,7041
2001,CA,NG,4513
2001,CA,DFO,0
2001,CA,NG,3702201
2001,CA,RFO,48120
2001,CA,DFO,74864
2001,CA,NG,29972
2001,CA,DFO,18053
2001,CA,NG,12221
2001,CA,DFO,12350
2001,CA,NG,7885
2001,CA,DFO,22777
2001,CA,NG,4985
2001,CA,DFO,47107
2001,CA,NG,1925320
2001,CA,HYC,16656
2001,CA,DFO,0
2001,CA,NG,8525939
2001,CA,RFO,0
2001,CA,HYC,29052
2001,CA,HYC,307657
2001,CA,HYC,226989
2001,CA,HYC,570803
2001,CA,HYC,301216
2001,CA,HYC,173005
2001,CA,HYC,280088
2001,CA,HYC,34398
2001,CA,HYC,31270
2001,CA,HYC,43527
2001,CA,HYC,13293
2001,CA,HYC,8830
2001,CA,HYC,61101
2001,CA,NG,3056532
2001,CA,NG,2909876
2001,CA,NG,1971400
2001,CA,HYC,5465
2001,CA,NG,0
2001,CA,DFO,0
2001,CA,NG,1381123
2001,CA,HYC,9297
2001,CA,HYC,10399
2001,CA,HYC,20555
2001,CA,HYC,103615
2001,CA,HYC,167332
2001,CA,NG,796365
2001,CA,HYC,7597
2001,CA,HYC,2624
2001,CA,HYC,428952
2001,CA,NG,2066920
2001,CA,HYC,3487
2001,CA,HYC,2321
2001,CA,HYC,1717
2001,CA,NG,6008123
2001,CA,HYC,23125
2001,CA,HYC,37473
2001,CA,NG,5786644
2001,CA,RFO,0
2001,CA,HYC,36922
2001,CA,NG,38269
2001,CA,HYC,-14
2001,CA,NUC,15141807
2001,CA,HYC,10464
2001,CA,HYC,5386
2001,CA,HYC,2504
2001,CA,HYC,11097
2001,CA,DFO,0
2001,CA,NG,4314
2001,CA,NG,-25
2001,CA,HYC,31243
2001,CA,DFO,0
2001,CA,MLG,75435
2001,CA,NG,328119
2001,CA,RFO,0
2001,CA,HYC,388868
2001,CA,HYC,408038
2001,CA,HYC,505806
2001,CA,DFO,15
2001,CA,HYC,56129
2001,CA,HYC,51596
2001,CA,HYC,110951
2001,CA,HYC,19666
2001,CA,DFO,449
2001,CA,NG,491210
2001,CA,RFO,574
2001,CA,HYC,12368
2001,CA,HPS,-49012
2001,CA,HYC,62505
2001,CA,HYC,7130
2001,CA,HYC,4486
2001,CA,HYC,37350
2001,CA,HYC,9739
2001,CA,HYC,20972
2001,CA,DFO,0
2001,CA,NG,889857
2001,CA,RFO,0
2001,CA,NG,3315253
2001,CA,RFO,0
2001,CA,HYC,62992
2001,CA,HYC,5689
2001,CA,HYC,33418
2001,CA,NG,1721818
2001,CA,ORW,124465
2001,CA,RFO,0
2001,CA,HYC,64007
2001,CA,NG,151511
2001,CA,RFO,0
2001,CA,HYC,253185
2001,CA,HYC,27608
2001,CA,HYC,87411
2001,CA,HYC,45157
2001,CA,HYC,29444
2001,CA,HYC,215683
2001,CA,HYC,91819
2001,CA,HYC,86862
2001,CA,HYC,60589
2001,CA,HYC,149289
2001,CA,NG,213532
2001,CA,RFO,0
2001,CA,DFO,0
2001,CA,NG,3886
2001,CA,HYC,29851
2001,CA,HYC,300980
2001,CA,HYC,18248
2001,CA,HYC,231042
2001,CA,HYC,6560
2001,CA,HYC,77554
2001,CA,HYC,118497
2001,CA,HYC,16451
2001,CA,HYC,12952
2001,CA,HYC,167639
2001,CA,HYC,801864
2001,CA,HPS,0
2001,CA,HYC,876702
2001,CA,HPS,0
2001,CA,HYC,124372
2001,CA,HYC,304118
2001,CA,HYC,14657
2001,CA,HYC,302783
2001,CA,HYC,392884
2001,CA,HYC,394143
2001,CA,HYC,41635
2001,CA,HYC,1644122
2001,CA,HPS,2180
2001,CA,HYC,3777
2001,CA,HYC,492570
2001,CA,HPS,147783
2001,CA,HYC,452124
2001,CA,HYC,402104
2001,CA,HYC,619469
2001,CA,HYC,106107
2001,CA,HYC,3366
2001,CA,HYC,1345
2001,CA,HYC,1106
2001,CA,HYC,17379
2001,CA,HYC,17022
2001,CA,HYC,26136
2001,CA,HYC,2292
2001,CA,HYC,9264
2001,CA,HYC,38784
2001,CA,HYC,5744
2001,CA,HYC,10968
2001,CA,HYC,652
2001,CA,GEO,384517
2001,CA,HYC,0
2001,CA,SUN,2497
2001,CA,HYC,3591
2001,CA,HYC,4565
2001,CA,DFO,0
2001,CA,NG,78815
2001,CA,HYC,17830
2001,CA,HYC,16342
2001,CA,HYC,5262
2001,CA,HYC,5612
2001,CA,HYC,21055
2001,CA,HYC,316603
2001,CA,HYC,4739
2001,CA,HYC,60437
2001,CA,HYC,4932
2001,CA,HYC,1909
2001,CA,HYC,17664
2001,CA,HYC,3149
2001,CA,HYC,1263
2001,CA,HYC,475
2001,CA,GEO,-289
2001,CA,HYC,71691
2001,CA,HYC,1395
2001,CA,HYC,0
2001,CA,HYC,1438
2001,CA,DFO,0
2001,CA,NG,23015
2001,CA,DFO,0
2001,CA,NG,129210
2001,CA,DFO,4682
2001,CA,NG,2966
2001,CA,NUC,18077713
2001,CA,HPS,-450640
2001,CA,HYC,384133
2001,CA,HYC,319712
2001,CA,DFO,113797
2001,CA,DFO,0
2001,CA,HYC,0
2001,CA,HYC,528
2001,CA,HYC,6722
2001,CA,HYC,204857
2001,CA,HYC,78014
2001,CA,HYC,-41
2001,CA,DFO,-45
2001,CA,DFO,-254
2001,CA,HYC,18992
2001,CA,HYC,2736
2001,CA,HYC,27675
2001,CA,HYC,59774
2001,CA,HYC,33920
2001,CA,HYC,778
2001,CA,DFO,29293
2001,CA,DFO,3
2001,CA,NG,11505
2001,CA,HYC,12040
2001,CA,HYC,50691
2001,CA,HYC,3071
2001,CA,SUN,0
2001,CA,HYC,20970
2001,CA,HYC,5847
2001,CA,HYC,10072
2001,CA,HYC,19305
2001,CA,HYC,1629
2001,CA,HYC,11478
2001,CA,NG,8704
2001,CA,NG,56419
2001,CA,DFO,0
2001,CA,NG,243242
2001,CA,NG,253099
2001,CA,NG,283511
2001,CA,HYC,14770
2001,CA,DFO,1796
2001,CA,SUN,345
2001,CA,WND,7136
2001,CA,NG,588765
2001,CA,NG,780737
2001,CA,NG,227277
2001,CA,NG,772239
2001,CA,NG,389670
2001,CA,NG,94431
2001,CA,DFO,7404
2001,CA,NG,2863
2001,CA,HYC,265736
2001,CA,HYC,52676
2001,CA,NG,7112
2001,CA,RFO,0
2001,CA,COL,676535
2001,CA,WND,23461
2001,CA,NG,1287
2001,CA,ORW,3570
2001,CA,WND,49997
2001,CA,NG,25000
2001,CA,NG,959070
2001,CA,WWW,40479
2001,CA,NG,8260
2001,CA,NG,53910
2001,CA,NG,9934
2001,CA,WWW,123625
2001,CA,WWW,103298
2001,CA,NG,14912
2001,CA,MLG,38683
2001,CA,OTH,29182
2001,CA,NG,7130
2001,CA,NG,0
2001,CA,NG,12729
2001,CA,HYC,3345
2001,CA,HYC,8745
2001,CA,WWW,56287
2001,CA,NG,9222
2001,CA,HYC,52
2001,CA,NG,311122
2001,CA,NG,223443
2001,CA,DFO,17
2001,CA,NG,8054
2001,CA,GEO,227563
2001,CA,DFO,5
2001,CA,NG,53684
2001,CA,NG,828496
2001,CA,HYC,1
2001,CA,NG,0
2001,CA,HYC,7580
2001,CA,ORW,23843
2001,CA,NG,41444
2001,CA,WWW,54043
2001,CA,NG,867669
2001,CA,NG,774028
2001,CA,NG,343244
2001,CA,NG,399386
2001,CA,PC,165439
2001,CA,PC,163171
2001,CA,PC,199784
2001,CA,MLG,14003
2001,CA,MLG,14128
2001,CA,MLG,10395
2001,CA,MLG,15434
2001,CA,MLG,9326
2001,CA,MLG,59927
2001,CA,NG,1445
2001,CA,NG,134077
2001,CA,NG,3559
2001,CA,SUN,9255
2001,CA,NG,15274
2001,CA,SUN,17580
2001,CA,NG,34732
2001,CA,SUN,57857
2001,CA,NG,32329
2001,CA,SUN,52696
2001,CA,NG,34912
2001,CA,SUN,59925
2001,CA,NG,29448
2001,CA,SUN,58004
2001,CA,NG,34376
2001,CA,SUN,50378
2001,CA,NG,58930
2001,CA,SUN,119127
2001,CA,NG,57161
2001,CA,SUN,114607
2001,CA,HYC,19088
2001,CA,GEO,149966
2001,CA,MLG,74656
2001,CA,MLG,407889
2001,CA,MLG,50712
2001,CA,NG,6125
2001,CA,NG,225894
2001,CA,GEO,97889
2001,CA,GEO,51031
2001,CA,GEO,82088
2001,CA,NG,2365473
2001,CA,NG,297738
2001,CA,WWW,136390
2001,CA,NG,13025
2001,CA,WND,9693
2001,CA,WND,166999
2001,CA,WND,152682
2001,CA,NG,11647
2001,CA,NG,18237
2001,CA,PC,270070
2001,CA,DFO,1930
2001,CA,WWW,30826
2001,CA,NG,151616
2001,CA,NG,41043
2001,CA,GEO,353035
2001,CA,GEO,318300
2001,CA,GEO,355609
2001,CA,NG,248955
2001,CA,COL,196780
2001,CA,PC,199108
2001,CA,MLG,37456
2001,CA,NG,254714
2001,CA,NG,245537
2001,CA,NG,6833
2001,CA,WWW,164399
2001,CA,WWW,26456
2001,CA,WWW,33992
2001,CA,NG,168898
2001,CA,COL,386392
2001,CA,NG,135903
2001,CA,HYC,361
2001,CA,HYC,9919
2001,CA,HYC,7248
2001,CA,HYC,385
2001,CA,NG,21233
2001,CA,NG,13196
2001,CA,WND,19637
2001,CA,MLG,21600
2001,CA,GEO,370048
2001,CA,GEO,57169
2001,CA,WWW,0
2001,CA,NG,3447
2001,CA,WWW,102892
2001,CA,COL,152840
2001,CA,NG,862
2001,CA,PC,126826
2001,CA,COL,147257
2001,CA,PC,132547
2001,CA,OOG,1052
2001,CA,NG,2710
2001,CA,WWW,138270
2001,CA,NG,158705
2001,CA,NG,10539
2001,CA,WWW,111105
2001,CA,NG,312649
2001,CA,WND,54725
2001,CA,NG,2943
2001,CA,ORW,3857
2001,CA,NG,2875
2001,CA,WWW,146333
2001,CA,WWW,170973
2001,CA,WWW,287401
2001,CA,NG,223295
2001,CA,GEO,792166
2001,CA,GEO,783127
2001,CA,GEO,769339
2001,CA,GEO,76681
2001,CA,GEO,116147
2001,CA,HYC,13814
2001,CA,HYC,5336
2001,CA,HYC,8928
2001,CA,NG,19373
2001,CA,NG,351124
2001,CA,WND,18972
2001,CA,NG,263638
2001,CA,DFO,3003
2001,CA,HYC,27159
2001,CA,WWW,208009
2001,CA,NG,9867
2001,CA,NG,14108
2001,CA,NG,237724
2001,CA,DFO,196
2001,CA,NG,21193
2001,CA,NG,2010
2001,CA,GEO,529841
2001,CA,HYC,2858
2001,CA,NG,9157
2001,CA,WOO,613
2001,CA,NG,199850
2001,CA,WWW,118433
2001,CA,WWW,108117
2001,CA,WWW,209769
2001,CA,WWW,91792
2001,CA,NG,319733
2001,CA,OOG,386838
2001,CA,HYC,8193
2001,CA,HYC,8605
2001,CA,NG,299496
2001,CA,NG,2589056
2001,CA,HYC,3674
2001,CA,NG,0
2001,CA,HYC,1751
2001,CA,NG,9747
2001,CA,NG,194093
2001,CA,HYC,14651
2001,CA,HYC,4728
2001,CA,NG,32655
2001,CA,GEO,299789
2001,CA,NG,2606207
2001,CA,OOG,244038
2001,CA,HYC,5628
2001,CA,HYC,14073
2001,CA,HYC,1172
2001,CA,NG,2757
2001,CA,ORW,4462
2001,CA,OOG,6
2001,CA,HYC,0
2001,CA,NG,14652
2001,CA,NG,387821
2001,CA,WND,49851
2001,CA,WND,104629
2001,CA,ORW,127384
2001,CA,NG,2118
2001,CA,OTH,0
2001,CA,NG,264380
2001,CA,NG,324382
2001,CA,NG,229983
2001,CA,NG,4522
2001,CA,HYC,4027
2001,CA,HYC,31538
2001,CA,HYC,15492
2001,CA,NG,0
2001,CA,HYC,7518
2001,CA,WND,30926
2001,CA,HYC,60744
2001,CA,HYC,39976
2001,CA,NG,4030
2001,CA,NG,376918
2001,CA,WND,64513
2001,CA,ORW,35458
2001,CA,NG,268700
2001,CA,NG,263727
2001,CA,NG,266522
2001,CA,NG,488860
2001,CA,WND,29815
2001,CA,WND,34144
2001,CA,WND,30354
2001,CA,WND,41576
2001,CA,WND,201280
2001,CA,NG,24108
2001,CA,NG,36842
2001,CA,NG,25692
2001,CA,NG,45786
2001,CA,WND,108623
2001,CA,WND,14851
2001,CA,COL,98334
2001,CA,NG,20230
2001,CA,PC,41581
2001,CA,WWW,110776
2001,CA,MLG,38814
2001,CA,NG,8500
2001,CA,NG,274336
2001,CA,NG,149422
2001,CA,NG,28000
2001,CA,NG,31307
2001,CA,OOG,223589
2001,CA,MLG,79438
2001,CA,OTH,59927
2001,CA,WOO,81
2001,CA,NG,11687
2001,CA,WND,120628
2001,CA,NG,21119
2001,CA,ORW,15987
2001,CA,NG,5426
2001,CA,WND,652988
2001,CA,NG,109506
2001,CA,NG,116125
2001,CA,NG,220019
2001,CA,NG,17571
2001,CA,NG,453901
2001,CA,WND,96595
2001,CA,GEO,54630
2001,CA,GEO,62995
2001,CA,GEO,115362
2001,CA,WND,9169
2001,CA,WND,1281
2001,CA,WND,10527
2001,CA,WND,52746
2001,CA,WND,49621
2001,CA,WND,48883
2001,CA,WND,36053
2001,CA,MLG,17686
2001,CA,MLG,129668
2001,CA,OTH,97820
2001,CA,NG,2259
2001,CA,OOG,0
2001,CA,NG,26975
2001,CA,DFO,0
2001,CA,NG,226299
2001,CA,NG,181997
2001,CA,NG,180356
2001,CA,NG,274447
2001,CA,NG,266131
2001,CA,NG,151811
2001,CA,WWW,342259
2001,CA,NG,5
2001,CA,NG,9550
2001,CA,WWW,77111
2001,CA,HYC,9305
2001,CA,NG,10361
2001,CA,GEO,23355
2001,CA,NG,215174
2001,CA,NG,7740
2001,CA,DFO,733
2001,CA,NG,629
2001,CA,OTH,12326
2001,CA,NG,246076
2001,CA,NG,64613
2001,CA,NG,18765
2001,CA,NG,66628
2001,CA,NG,48778
2001,CA,NG,47385
2001,CA,NG,43394
2001,CA,NG,94874
2001,CA,NG,99229
2001,CA,NG,26566
2001,CA,NG,40061
2001,CA,NG,49169
2001,CA,NG,50518
2001,CA,NG,213150
2001,CA,NG,2328
2001,CA,ORW,58150
2001,CA,NG,93763
2001,CA,OOG,117634
2001,CA,NG,372402
2001,CA,NG,598020
2001,CA,OOG,157343
2001,CA,WOO,121714
2001,CA,NG,24362
2001,CA,WND,84317
2001,CA,WND,70807
2001,CA,WND,67751
2001,CA,NG,208869
2001,CA,GEO,141725
2001,CA,WND,54888
2001,CA,WND,38123
2001,CA,WND,19458
2001,CA,WND,27425
2001,CA,WND,22759
2001,CA,NG,1881741
2001,CA,NG,133292
2001,CA,NG,22399
2001,CA,NG,14672
2001,CA,NG,13527
2001,CA,MLG,28342
2001,CA,MLG,10383
2001,CA,MLG,30898
2001,CA,MLG,8181
2001,CA,NG,1315
2001,CA,NG,438744
2001,CA,HYC,5463
2001,CA,GEO,82158
2001,CA,GEO,321470
2001,CA,WWW,54860
2001,CA,COL,257394
2001,CA,DFO,855
2001,CA,NG,616
2001,CA,PC,498
2001,CA,OTH,676
2001,CA,HYC,5971
